sgRNA_ID,Target_Gene,Base_Mean_Counts,LFC_Treatment_vs_Control,p_value,FDR,Pathway_Annotation
WDR894_sg2,WDR894,844,-0.3407,0.010990533902744773,0.02885664423965895,Unassigned
WDR894_sg3,WDR894,2294,0.2372,0.058434610966411525,0.1177484100612806,Unassigned
WDR894_sg4,WDR894,203,-0.1287,0.4511143506916119,0.5849517408472513,Unassigned
ABCC693_sg1,ABCC693,66,-0.0333,0.8916295577230451,0.9315652675802162,Unassigned
ABCC693_sg2,ABCC693,83,-0.5293,0.01856480424556163,0.04545740510666413,Unassigned
ABCC693_sg3,ABCC693,70,-0.5718,0.016871747108681757,0.041823864919885365,Unassigned
ABCC693_sg4,ABCC693,524,-0.0929,0.5127130942232441,0.6407311849828093,Unassigned
ABCC693_sg5,ABCC693,297,-0.4096,0.008876983212245525,0.024048950899544792,Unassigned
ZNF84_sg1,ZNF84,626,0.3191,0.021257945872446213,0.050783434955676575,Unassigned
ZNF84_sg2,ZNF84,571,-0.1814,0.19568445795032263,0.31047883110374863,Unassigned
ZNF84_sg3,ZNF84,1137,-0.2029,0.12011349366303467,0.21118910055669265,Unassigned
ZNF84_sg4,ZNF84,179,-0.3126,0.07660820599893751,0.14694668669872926,Unassigned
ZNF84_sg5,ZNF84,109,-0.1445,0.4804349713914272,0.6111885820432031,Unassigned
ZNF84_sg6,ZNF84,418,0.1837,0.21114267655615937,0.32967004770921104,Unassigned
FAM31_sg1,FAM31,304,-0.0598,0.7010340497444221,0.7935635609513495,Unassigned
FAM31_sg2,FAM31,483,-0.0964,0.5017855320499959,0.6307221447672324,Unassigned
FAM31_sg3,FAM31,114,-0.0143,0.9435622254580768,0.9666985439431153,Unassigned
FAM31_sg4,FAM31,866,0.5185,0.00010487314293211281,0.00044262722115410584,Unassigned
KDM693_sg1,KDM693,56,0.3892,0.13545842985252476,0.2327997763276663,Unassigned
KDM693_sg2,KDM693,171,0.8197,4.51739540150341e-06,2.3544451362943417e-05,Unassigned
KDM693_sg3,KDM693,1796,-0.1038,0.4130152236549177,0.5483473495152917,Unassigned
KDM693_sg4,KDM693,61,0.4768,0.05864845149649234,0.11806828243824789,Unassigned
PCDH719_sg1,PCDH719,1596,0.459,0.0003209481164208759,0.0012356831997723664,Unassigned
PCDH719_sg2,PCDH719,40,0.5258,0.07867293773235046,0.15010100050690114,Unassigned
PCDH719_sg3,PCDH719,31,0.8522,0.01059342465137268,0.02796082522797646,Unassigned
PCDH719_sg4,PCDH719,35,-0.3824,0.22677472034520152,0.3482056305842996,Unassigned
PCDH719_sg5,PCDH719,394,0.7189,1.2636043681332777e-06,7.059242280074177e-06,Unassigned
PCDH719_sg6,PCDH719,987,-0.0507,0.7007735778334352,0.7933884570534778,Unassigned
RAB542_sg1,RAB542,2296,0.0797,0.52482972896491,0.6506153664854256,Unassigned
RAB542_sg2,RAB542,2037,0.4174,0.0009223998029659635,0.0031806889757447017,Unassigned
RAB542_sg3,RAB542,1205,-0.2184,0.09279338771989014,0.17169125206348018,Unassigned
COL771_sg1,COL771,95,0.3848,0.07269246903942127,0.14056813659808162,Unassigned
COL771_sg2,COL771,94,0.1621,0.4512898714812176,0.5850270566258978,Unassigned
COL771_sg3,COL771,1077,0.0094,0.9427363279376338,0.9663143992800676,Unassigned
COL771_sg4,COL771,2785,0.293,0.018519978777348085,0.0453698647166783,Unassigned
COL771_sg5,COL771,70,0.4911,0.040130121868579956,0.08617778497189682,Unassigned
CYP88_sg1,CYP88,2301,-0.4143,0.0009465578094042563,0.003255681030916044,Unassigned
CYP88_sg2,CYP88,19,-0.3592,0.3868689250700429,0.5222312703429305,Unassigned
CYP88_sg3,CYP88,593,-0.1046,0.4532298934656397,0.5868319725493824,Unassigned
CYP88_sg4,CYP88,283,0.2053,0.19407039427147554,0.30846944551836103,Unassigned
CYP88_sg5,CYP88,243,0.2588,0.11355664781098496,0.20179477753403322,Unassigned
PCDH249_sg1,PCDH249,346,0.3066,0.04350077789957972,0.09213663774268509,Unassigned
PCDH249_sg2,PCDH249,92,0.2321,0.28448031943090846,0.4141256845773023,Unassigned
PCDH249_sg3,PCDH249,645,0.1487,0.2813708746914132,0.4110404285519281,Unassigned
PCDH249_sg4,PCDH249,362,-0.3134,0.03746567116815227,0.08158900515712601,Unassigned
PCDH249_sg5,PCDH249,1343,-0.1244,0.3347229623594433,0.46866838750972184,Unassigned
PCDH249_sg6,PCDH249,3589,0.014,0.9099328044461954,0.9437179054617251,Unassigned
TRIM373_sg1,TRIM373,400,-2.3516,7.357603927708563e-57,1.5994791147192529e-55,Unassigned
TRIM373_sg2,TRIM373,97,-1.7515,1.9253079980432707e-16,1.7982328748847485e-15,Unassigned
TRIM373_sg3,TRIM373,60,-2.2645,4.529135137997096e-19,4.499140865560029e-18,Unassigned
TRIM373_sg4,TRIM373,4219,-2.4385,1.436614563356713e-87,5.42801472301025e-86,Oxidative phosphorylation
ARHGAP39_sg1,ARHGAP39,3483,-0.2588,0.03619849598371923,0.07927093934999514,Unassigned
ARHGAP39_sg2,ARHGAP39,1250,0.6256,1.3866345236718866e-06,7.712094124982685e-06,Unassigned
ARHGAP39_sg3,ARHGAP39,361,-0.3137,0.03738732812082469,0.08146570624816536,Unassigned
ARHGAP39_sg4,ARHGAP39,1122,-0.097,0.4576520569124992,0.5914345527429559,Unassigned
ARHGAP39_sg5,ARHGAP39,2337,0.3322,0.007979951171554906,0.021807355145073707,Unassigned
ARHGAP39_sg6,ARHGAP39,131,-0.1656,0.39110661004388303,0.5264356739643078,Unassigned
KDM403_sg1,KDM403,345,-0.4945,0.0011375940081327569,0.0038527681467580384,Unassigned
KDM403_sg2,KDM403,63,0.0823,0.7411424450692448,0.8249470076417328,Unassigned
KDM403_sg3,KDM403,272,-0.129,0.41863894709587157,0.5537552210262852,Unassigned
KDM403_sg4,KDM403,3349,0.614,6.878352819818267e-07,3.947027249321882e-06,Unassigned
KDM403_sg5,KDM403,1665,0.3407,0.007435223416924563,0.020543074461939297,Unassigned
ABCC239_sg1,ABCC239,404,-0.3028,0.040423725899442535,0.08669658113978239,Unassigned
ABCC239_sg2,ABCC239,10,-0.2553,0.648940111325216,0.7538802408517844,Unassigned
ABCC239_sg3,ABCC239,124,-0.8152,3.3310662834389065e-05,0.00015374152077410338,Unassigned
ABCC239_sg4,ABCC239,385,-0.1736,0.24396821716551587,0.3684207447380185,Unassigned
TRIM354_sg1,TRIM354,239,1.0289,3.675605022907348e-10,2.7470889558350883e-09,Unassigned
TRIM354_sg2,TRIM354,347,-0.036,0.8126470778287311,0.8758836298634345,Unassigned
TRIM354_sg3,TRIM354,475,0.0236,0.8699066137307783,0.9168492977769586,Unassigned
TRIM354_sg4,TRIM354,148,0.2907,0.11846711299924333,0.20891214377952622,Unassigned
TRIM354_sg5,TRIM354,327,0.8465,3.525394596478741e-08,2.2637379686293285e-07,Unassigned
ARHGAP383_sg1,ARHGAP383,264,0.0718,0.6545678420857535,0.7579525730497377,Unassigned
ARHGAP383_sg2,ARHGAP383,115,0.4214,0.036239311138273035,0.07930984345989138,Unassigned
ARHGAP383_sg3,ARHGAP383,5269,-0.2091,0.08739577033448216,0.1634380445103145,Unassigned
ARHGAP383_sg4,ARHGAP383,162,-0.2668,0.1413930519738878,0.24085010622733635,Unassigned
ARHGAP383_sg5,ARHGAP383,11,-0.6823,0.20287113534811885,0.3193144837588439,Unassigned
CCDC244_sg1,CCDC244,4793,-0.3842,0.0017227075579184182,0.005573902797406444,Unassigned
CCDC244_sg2,CCDC244,93,-0.2989,0.1664040332928377,0.27400637871072,Unassigned
CCDC244_sg3,CCDC244,1274,-1.437,1.2325720084851002e-28,1.5407150106063752e-27,Unassigned
ARHGAP804_sg1,ARHGAP804,119,0.2084,0.29497576837971706,0.4258143129338616,Unassigned
ARHGAP804_sg2,ARHGAP804,776,-0.2118,0.11716930297943035,0.20693977919362477,Unassigned
ARHGAP804_sg3,ARHGAP804,307,-0.1636,0.29272660957482033,0.4232191945660053,Unassigned
ARHGAP804_sg4,ARHGAP804,1481,-0.1492,0.24441631461550717,0.36891172461587923,Unassigned
ARHGAP804_sg5,ARHGAP804,240,-0.1092,0.5054714798412211,0.6339525248844746,Unassigned
SLC376_sg1,SLC376,124,-0.0991,0.6141136237181308,0.7264715513564132,Unassigned
SLC376_sg2,SLC376,486,-0.4297,0.0027351281980787976,0.008464395083800693,Unassigned
SLC376_sg3,SLC376,186,-0.747,1.9111574627131103e-05,9.097861612407698e-05,Unassigned
SLC376_sg4,SLC376,18,0.7215,0.08998747330090849,0.16740817307622813,Unassigned
ABCC232_sg1,ABCC232,134,-0.5229,0.006406936718120161,0.018040933127802215,Unassigned
ABCC232_sg2,ABCC232,24420,-0.5808,1.4375417069780394e-06,7.98043138588845e-06,Unassigned
ABCC232_sg3,ABCC232,21,0.5784,0.14466337960342013,0.24549730671470776,Unassigned
ABCC232_sg4,ABCC232,474,-0.495,0.0005859775218552622,0.0021303109131916953,Unassigned
ABCC232_sg5,ABCC232,229,-0.2598,0.11724999627922374,0.20705791666922016,Unassigned
ABCA452_sg1,ABCA452,5191,-0.3711,0.002427839418706753,0.007593325955087843,Unassigned
ABCA452_sg2,ABCA452,62,-0.3444,0.1692982547198828,0.27756845784219497,Unassigned
ABCA452_sg3,ABCA452,385,-0.1646,0.26917292100538537,0.3965333900446701,Unassigned
ABCA452_sg4,ABCA452,925,-0.4121,0.001917103974956931,0.006139316743030309,Unassigned
ABCA452_sg5,ABCA452,252,0.7135,1.0872301396350853e-05,5.369921664315535e-05,Unassigned
SLC137_sg1,SLC137,104,0.168,0.41905006281770796,0.5541524237208516,Unassigned
SLC137_sg2,SLC137,319,0.7124,3.8807133288167685e-06,2.041048384721302e-05,Unassigned
SLC137_sg3,SLC137,208,-0.3271,0.05398505989171344,0.1102035789841728,Unassigned
SLC137_sg4,SLC137,207,0.4429,0.009164037755773314,0.024709790820887957,Unassigned
SLC137_sg5,SLC137,1334,0.0609,0.6369907963600937,0.7447861832879731,Unassigned
DNAJ317_sg1,DNAJ317,605,-0.2861,0.039783718669216483,0.08553185897065319,Unassigned
DNAJ317_sg2,DNAJ317,756,-0.2734,0.04363493930230577,0.09235559327424672,Unassigned
DNAJ317_sg3,DNAJ317,542,0.0785,0.5781428265723831,0.6966135752739776,Unassigned
DNAJ317_sg4,DNAJ317,1394,0.0208,0.8713822704881193,0.9179530906188489,Unassigned
USP509_sg1,USP509,2336,0.0261,0.8350796886291979,0.8904667185212177,Unassigned
USP509_sg2,USP509,215,-0.1434,0.394542397953315,0.5302989219802622,Unassigned
USP509_sg3,USP509,1129,-0.2426,0.06319879633317194,0.12557715525203061,Unassigned
USP509_sg4,USP509,47,-0.1034,0.7116967836206829,0.8026051991812828,Unassigned
USP509_sg5,USP509,11,-1.8102,0.0007293645130653897,0.002583345382758169,Unassigned
USP509_sg6,USP509,5113,-0.0305,0.8033590235481831,0.8696972539087827,Unassigned
MMP372_sg1,MMP372,200,0.0628,0.7139663470339761,0.8041972820837757,Unassigned
MMP372_sg2,MMP372,482,-0.4616,0.001308015700479293,0.004360052334930977,Unassigned
MMP372_sg3,MMP372,53,-0.4195,0.11541014442119933,0.2044104577066938,Unassigned
MMP372_sg4,MMP372,49,-0.3454,0.20907041007324945,0.32697905860689624,Unassigned
MMP372_sg5,MMP372,113,0.5341,0.008309149900174843,0.022653080425776562,Unassigned
MMP372_sg6,MMP372,866,-0.5117,0.00012882734265972376,0.0005360360998324151,Unassigned
COL741_sg1,COL741,152,0.3399,0.0658173529176391,0.1296978840993939,Unassigned
COL741_sg2,COL741,200,0.336,0.050035859244918074,0.1034653830540076,Unassigned
COL741_sg3,COL741,108,0.7473,0.000274071830878407,0.00107003577906718,Unassigned
COL741_sg4,COL741,1898,0.2893,0.02211616087107188,0.052474282357810535,Unassigned
COL741_sg5,COL741,1215,0.5883,5.912698402735477e-06,3.0218220116194942e-05,Unassigned
COL741_sg6,COL741,160,0.1215,0.5044896434692993,0.6333565996015642,Unassigned
TRIM231_sg1,TRIM231,922,0.5823,1.173611608196636e-05,5.7699685752047e-05,Unassigned
TRIM231_sg2,TRIM231,229,0.6752,4.668944169901147e-05,0.0002101234999955512,Unassigned
TRIM231_sg3,TRIM231,199,0.5559,0.0012038141228373053,0.004048702206851923,Unassigned
TRIM231_sg4,TRIM231,307,-0.0303,0.845510690494893,0.8986509145768721,Unassigned
KDM872_sg1,KDM872,867,-0.0049,0.9706007316648625,0.9822568462402468,Unassigned
KDM872_sg2,KDM872,87,0.1407,0.5246073848175095,0.6504849861839169,Unassigned
KDM872_sg3,KDM872,702,0.1613,0.23771878901996968,0.36116497876020914,Unassigned
KDM872_sg4,KDM872,13999,0.0473,0.6953592420246022,0.7897248903972358,Unassigned
KDM872_sg5,KDM872,435,-0.5378,0.00022849989025288786,0.0009053085984662752,Unassigned
ZNF706_sg1,ZNF706,348,-0.1107,0.4656883927575802,0.5984306503240565,Unassigned
ZNF706_sg2,ZNF706,291,0.0942,0.5488117598813156,0.6721241344072284,Unassigned
ZNF706_sg3,ZNF706,677,-0.2989,0.029386468792111854,0.06652535947504948,Unassigned
ZNF706_sg4,ZNF706,30,-1.052,0.001869025546355276,0.006004579823373129,Unassigned
ZNF706_sg5,ZNF706,4237,0.4132,0.0007752233248972623,0.002727098938428456,Unassigned
COL870_sg1,COL870,1439,0.5087,7.424066435498032e-05,0.00032241168654450054,Unassigned
COL870_sg2,COL870,126,-0.4847,0.013144410803193089,0.03379025913417247,Unassigned
COL870_sg3,COL870,346,0.1632,0.28266333364477825,0.4123261698601258,Unassigned
COL870_sg4,COL870,143,-0.1049,0.5770748432666819,0.6958297949357096,Unassigned
COL870_sg5,COL870,517,0.7041,7.281236738718768e-07,4.170238681969512e-06,Unassigned
ADAM754_sg1,ADAM754,362,0.0391,0.7950731697444096,0.8637092660896686,Unassigned
ADAM754_sg2,ADAM754,465,-0.026,0.8569560508548585,0.9072798392732128,Unassigned
ADAM754_sg3,ADAM754,71,-0.0492,0.8361004813427165,0.8911117820193796,Unassigned
ADAM754_sg4,ADAM754,160,-0.3778,0.037997725803299354,0.08247227420771094,Unassigned
ADAM754_sg5,ADAM754,1843,-0.1798,0.15547640955113226,0.2601390009221399,Unassigned
ADAM754_sg6,ADAM754,148,0.3464,0.06279804096095007,0.12494636084550352,Unassigned
CCDC128_sg1,CCDC128,10,0.6532,0.24406506376823733,0.3684927988448475,Unassigned
CCDC128_sg2,CCDC128,264,-0.3468,0.03073084477954944,0.0691513158855748,Unassigned
CCDC128_sg3,CCDC128,12299,-0.1055,0.3831536847703242,0.5182298127127919,Unassigned
CCDC128_sg4,CCDC128,1180,0.4397,0.0007298882429471433,0.0025845900954218955,Unassigned
CCDC128_sg5,CCDC128,138,0.5588,0.003286968521661906,0.00997865367839073,Unassigned
CCDC128_sg6,CCDC128,306,0.1791,0.2497094364430441,0.374789028081415,Unassigned
WDR474_sg1,WDR474,916,-0.0913,0.49245033453146936,0.6224618705630774,Unassigned
WDR474_sg2,WDR474,24,0.1935,0.6042710716857205,0.7179458277454105,Unassigned
WDR474_sg3,WDR474,91,-0.549,0.011653342045108544,0.030373610890812884,Unassigned
WDR474_sg4,WDR474,600,0.1307,0.3480194654569283,0.48268996595967867,Unassigned
WDR474_sg5,WDR474,3611,0.4344,0.00043165518466136625,0.001616686084874031,Unassigned
MMP153_sg1,MMP153,171,-0.4451,0.012759591713856242,0.03288554565426866,Unassigned
MMP153_sg2,MMP153,3465,-0.4132,0.0008250050890263439,0.0028806043611255025,Unassigned
MMP153_sg3,MMP153,107,-0.2039,0.32225278883124875,0.45498793603809595,Unassigned
MMP153_sg4,MMP153,10,-0.9322,0.09641882733482669,0.1771753534267304,Unassigned
MMP153_sg5,MMP153,1008,0.4639,0.0004330529050733654,0.0016211114489893888,Unassigned
GPR736_sg1,GPR736,743,-1.5461,4.884966951002386e-30,6.311326810080602e-29,Proteasome
GPR736_sg2,GPR736,997,-1.7007,5.134086559550739e-38,7.826351462729784e-37,Apoptosis
GPR736_sg3,GPR736,940,-1.322,2.1234074848830896e-23,2.3575952829938077e-22,Ribosome
GPR736_sg4,GPR736,440,-1.6867,5.230736372091945e-31,6.918963455148075e-30,Unassigned
GPR736_sg5,GPR736,224,-0.9479,1.3012495088583629e-08,8.741040140114395e-08,Unassigned
KRT526_sg1,KRT526,237,0.1827,0.2667305111373204,0.39398893816443187,Unassigned
KRT526_sg2,KRT526,166,0.123,0.49501153136244147,0.6249619535760139,Unassigned
KRT526_sg3,KRT526,181,-0.6306,0.00033969996011863797,0.0013002039810613856,Unassigned
KRT526_sg4,KRT526,22,0.5723,0.14052220989935638,0.23958094436125774,Unassigned
KRT237_sg1,KRT237,53,0.0378,0.8872803479482976,0.9284412430571651,Unassigned
KRT237_sg2,KRT237,258,-0.0109,0.9463243547057878,0.9686905306145321,Unassigned
KRT237_sg3,KRT237,11,-0.6313,0.23875508810328305,0.3623357265832907,Unassigned
KRT237_sg4,KRT237,16,-0.148,0.741893534524827,0.825487947323819,Unassigned
KRT237_sg5,KRT237,200,0.353,0.03952438329516518,0.08504744648220881,Unassigned
CCDC836_sg1,CCDC836,272,0.0491,0.7580954027013436,0.8372427507377525,Unassigned
CCDC836_sg2,CCDC836,206,-0.1058,0.5339856053685301,0.6586451838276418,Unassigned
CCDC836_sg3,CCDC836,10,-0.2247,0.6885774358595332,0.7848527004477962,Unassigned
CCDC836_sg4,CCDC836,3390,0.52,2.600088641121896e-05,0.00012176500036474693,Unassigned
CCDC836_sg5,CCDC836,38,-0.0131,0.9658170656799856,0.9796539476863765,Unassigned
WDR104_sg1,WDR104,97,-0.1973,0.35410269351417223,0.4887320944711615,Unassigned
WDR104_sg2,WDR104,50,-0.1416,0.6037790494476518,0.7174180720623239,Unassigned
WDR104_sg3,WDR104,2318,-0.3611,0.003948895206717218,0.011745672833781137,Unassigned
WDR104_sg4,WDR104,621,-0.8286,2.295620517069508e-09,1.635834097674234e-08,Unassigned
ABCA649_sg1,ABCA649,162,0.1789,0.3241958823791756,0.4572149525843958,Unassigned
ABCA649_sg2,ABCA649,146,0.8496,5.497988289639305e-06,2.829153493810963e-05,Unassigned
ABCA649_sg3,ABCA649,432,0.3373,0.020941517307159135,0.05016332794752268,Unassigned
ABCA649_sg4,ABCA649,51,-0.5529,0.04104062212181349,0.08783126434972212,Unassigned
ABCA649_sg5,ABCA649,585,-0.0322,0.8180209121658111,0.8795923786729151,Unassigned
OR53_sg1,OR53,145,0.1657,0.376396919001445,0.5115478649109064,Unassigned
OR53_sg2,OR53,720,-0.5018,0.00023057105168181687,0.0009125503364715708,Unassigned
OR53_sg3,OR53,684,-0.3527,0.010076269603986977,0.026784342381677238,Unassigned
OR53_sg4,OR53,136,0.5979,0.0017390171312552788,0.005623569303606219,Unassigned
OR53_sg5,OR53,15,-0.139,0.7640424172890519,0.8415181921826695,Unassigned
OR53_sg6,OR53,228,-0.2202,0.18476362336346586,0.2970794673011028,Unassigned
CYP538_sg1,CYP538,38,0.355,0.2452559976142219,0.36969550439285787,Unassigned
CYP538_sg2,CYP538,372,-0.0905,0.5457791302291604,0.6693391344483203,Unassigned
CYP538_sg3,CYP538,225,-0.0414,0.803459054544928,0.8696972539087827,Unassigned
CYP538_sg4,CYP538,137,0.2487,0.19169945942417888,0.3055458390567084,Unassigned
CYP538_sg5,CYP538,47,-0.7277,0.00927895691136144,0.024970282323362326,Unassigned
CCDC734_sg1,CCDC734,1959,0.1663,0.18769041980628198,0.300650433153456,Unassigned
CCDC734_sg2,CCDC734,167,-0.1423,0.4289912244962465,0.5641157506306388,Unassigned
CCDC734_sg3,CCDC734,11271,-0.2332,0.05413558837646035,0.11048079260502112,Unassigned
CCDC734_sg4,CCDC734,348,0.7956,1.5759248746557073e-07,9.54334804999419e-07,Unassigned
ZNF61_sg1,ZNF61,560,-0.7965,1.4538123322144876e-08,9.713668143972077e-08,Unassigned
ZNF61_sg2,ZNF61,350,0.0708,0.640205212662546,0.7469259037722681,Unassigned
ZNF61_sg3,ZNF61,551,0.3458,0.01408626501885979,0.03584939847889454,Unassigned
ZNF61_sg4,ZNF61,1701,-0.3489,0.006066375499393961,0.01719819173897362,Unassigned
ZNF61_sg5,ZNF61,1731,-0.6351,5.735069112670399e-07,3.3176257882782873e-06,Unassigned
COL461_sg1,COL461,23,-0.0923,0.8084086988666611,0.8730744101807126,Unassigned
COL461_sg2,COL461,1192,-0.3512,0.006924757556042569,0.019321310145208062,Unassigned
COL461_sg3,COL461,696,-0.1716,0.20976573419130118,0.32782292114760425,Unassigned
COL461_sg4,COL461,349,0.3322,0.028453184983090345,0.06471535629209328,Unassigned
COL461_sg5,COL461,4311,-0.2945,0.016517292916693724,0.0410731287716974,Unassigned
COL461_sg6,COL461,4579,0.3411,0.005440463581526239,0.015624536420236182,Unassigned
KRT233_sg1,KRT233,1283,0.7122,3.6949731687273845e-08,2.369797735055395e-07,Unassigned
KRT233_sg2,KRT233,146,0.2408,0.19762782368547793,0.3128012404011996,Unassigned
KRT233_sg3,KRT233,55,0.1563,0.5517628936028391,0.6746917260978713,Unassigned
KRT233_sg4,KRT233,1024,-0.1956,0.13739039351821952,0.2355533092665782,Unassigned
KRT233_sg5,KRT233,2538,-0.7705,6.731407886957016e-10,4.94471686113395e-09,Unassigned
KRT233_sg6,KRT233,16,0.1012,0.8218805742237579,0.8820952432541579,Unassigned
SLC596_sg1,SLC596,1685,0.2872,0.02395960866187605,0.056085226268436456,Unassigned
SLC596_sg2,SLC596,225,-0.0026,0.9874626165534607,0.992757322272246,Unassigned
SLC596_sg3,SLC596,22,0.0389,0.920219774697762,0.9505689734428452,Unassigned
SLC596_sg4,SLC596,668,-0.0015,0.9913035191541529,0.9948516573514312,Unassigned
ABCA843_sg1,ABCA843,1292,0.0988,0.4446892014800268,0.5796179794594508,Unassigned
ABCA843_sg2,ABCA843,195,0.5913,0.0006125075549570421,0.0022128163112609903,Unassigned
ABCA843_sg3,ABCA843,68,0.367,0.12920054522508867,0.22390893240107496,Unassigned
ABCA843_sg4,ABCA843,4308,0.3327,0.006773495854695437,0.018945075111025833,Unassigned
ABCA843_sg5,ABCA843,121,0.295,0.13620216242398445,0.23389037622893724,Unassigned
OR805_sg1,OR805,1880,-0.5737,5.724081841492845e-06,2.9334208275501426e-05,Unassigned
OR805_sg2,OR805,34,0.0775,0.8089517761932858,0.8734924325852365,Unassigned
OR805_sg3,OR805,616,-0.4653,0.0008033464941898888,0.0028150401164795777,Unassigned
OR805_sg4,OR805,591,-0.5424,0.00010155328182419398,0.0004292192807446914,Unassigned
OR805_sg5,OR805,1224,-0.1878,0.14796394521346726,0.24994549082933898,Unassigned
OR168_sg1,OR168,3101,0.455,0.00024247347457914266,0.0009568803258845408,Unassigned
OR168_sg2,OR168,97,-0.4656,0.028745091636530922,0.06527041697668239,Unassigned
OR168_sg3,OR168,721,-0.7536,3.179444655832872e-08,2.0494916131281942e-07,Unassigned
OR168_sg4,OR168,43,-0.8932,0.0020776565359489,0.00659852806250974,Unassigned
OR168_sg5,OR168,42,0.0551,0.8508665133913151,0.9029989352534453,Unassigned
OR291_sg1,OR291,139,-0.06,0.7516771661983559,0.8330145719971941,Unassigned
OR291_sg2,OR291,610,-0.6233,7.305777531835942e-06,3.691029403083164e-05,Unassigned
OR291_sg3,OR291,4086,-0.3364,0.0062504658246697,0.017656683120535876,Unassigned
OR291_sg4,OR291,5369,0.224,0.06706867045425009,0.1316965645783154,Unassigned
OR291_sg5,OR291,194,0.6047,0.0004664366557639824,0.0017318192664504298,Unassigned
FAM529_sg1,FAM529,522,-0.3895,0.006071615087955802,0.017209793333208056,Unassigned
FAM529_sg2,FAM529,1359,0.0136,0.9160984664028233,0.94808037781443,Unassigned
FAM529_sg3,FAM529,1041,0.1619,0.21823835025041172,0.33765603442559833,Unassigned
FAM529_sg4,FAM529,256,-0.2924,0.0704012338985629,0.13691697280300497,Unassigned
FAM529_sg5,FAM529,370,-0.0426,0.7766381675608602,0.8508655900773319,Unassigned
CYP646_sg1,CYP646,280,-0.026,0.8698658322987052,0.9168492977769586,Unassigned
CYP646_sg2,CYP646,242,0.4483,0.006166793067692652,0.017440025643927184,Unassigned
CYP646_sg3,CYP646,198,0.1282,0.4557499519894458,0.5895351224423669,Unassigned
